,station_id,name,lat,lon
387,7427.0,Northern Dancer Blvd / Lakeshore Blvd E,43.663162,-79.309765
388,7428.0,Woodbine Ave / Lake Shore Blvd E,43.665645,-79.304711
389,7429.0,Woodbine Subway Station - SMART,43.686442,-79.313404
390,7430.0,Marilyn Bell Park Tennis Court,43.633537,-79.437461
391,7431.0,Gerrard St E / Leslie St - SMART,43.669813,-79.3335
392,7432.0,Frederick St / King St E,43.651118,-79.369411
393,7433.0,Dundas St E / Boulton Ave - SMART,43.663148,-79.347938
394,7434.0,Via Italia / Mackay Ave - SMART,43.676697,-79.445029
395,7435.0,Rushton Rd / St Clair Ave W - SMART,43.68114,-79.4277
396,7436.0,Shaw St / Dupont St - SMART,43.67072,-79.42677
397,7437.0,Concord Ave / Bloor St W - SMART,43.66189,-79.42679
398,7438.0,High Park Subway - SMART,43.65389,-79.4675
399,7440.0,Martin Goodman Trail / Ontario Dr,43.63121,-79.41414
400,7441.0,Pacific Ave / Glenlake Ave - SMART,43.65716,-79.46478
401,7442.0,Lonsdale Rd / Spadina Rd,43.688526,-79.412903
402,7443.0,Dundas St E / George St,43.6574766,-79.373446
403,7444.0,Clendenan Ave / Rowland St - SMART,43.66073,-79.47149
404,7445.0,Eastwood Rd / Coxwell Ave - SMART,43.673118,-79.318651
405,7446.0,Orchard Park,43.66908,-79.3149
406,7447.0,Trent Ave / Danforth Ave - SMART,43.689293,-79.295895
407,7448.0,Goodwood Park Ct / Dentonia Park - SMART,43.694826,-79.295208
408,7449.0,Cosburn Ave / Cedarvale Ave - SMART,43.697139,-79.31469
409,7450.0,Carlaw Ave / Danforth Ave - SMART,43.678285,-79.347346
410,7451.0,Western Battery Rd / Pirandello St - SMART,43.640075,-79.414156
411,7452.0,Bleecker St / St James Ave,43.669232,-79.374495
412,7453.0,Jarvis St / Maitland Pl,43.664736,-79.377579
